SQ0338-0002	2022-08-30	2
SQ0338-0205	2022-08-31	205
SQ0338-0201	2022-09-01	201
SQ0338-0203	2022-09-02	203
SQ0338-0202	2022-09-03	202
SQ0338-0204	2022-09-04	204
SQ0338-0004	2022-09-05	4
SQ0338-0206	2022-09-06	206
SQ0342-0021	2022-09-07	21
SQ0342-0022	2022-09-08	22
SQ0342-0023	2022-09-09	23
SQ0342-0024	2022-09-10	24
SQ0342-0025	2022-09-11	25
SQ0342-0026	2022-09-12	26
SQ0342-0027	2022-09-13	27
SQ0342-0029	2022-09-14	29
SQ0342-0030	2022-09-15	30
SQ0345-0015	2022-09-16	2200
SQ0345-0016	2022-09-17	4000
SQ0345-0017	2022-09-18	8100
SQ0345-0018	2022-09-19	2200
SQ0346-0003	2022-09-20	3
SQ0346-0002	2022-09-21	2
SQ0346-0001	2022-09-22	1
SQ0346-0012	2022-09-23	12
SQ0346-0013	2022-09-24	13
SQ0346-0014	2022-09-25	14
SQ0346-0015	2022-09-26	15
SQ0349-0003	2022-09-27	3
SQ0349-0002	2022-09-28	2
SQ0349-0001	2022-09-29	1
SQ0349-0201	2022-09-30	201
SQ0349-0203	2022-10-01	203
SQ0349-0204	2022-10-02	204
SQ0349-0202	2022-10-03	202
SQ0352-0002	2022-10-04	2
SQ0352-0004	2022-10-05	4
SQ0352-0001	2022-10-06	5000
SQ0352-0003	2022-10-07	5000
SQ0353-0005	2022-10-08	5
SQ0353-0009	2022-10-09	9
SQ0358-0001'	2022-10-10	1
SQ0358-0002'	2022-10-11	2
SQ0358-0021'	2022-10-12	21
SQ0358-0003'	2022-10-13	3
SQ0358-0004'	2022-10-14	4
SQ0358-0005'	2022-10-15	5
SQ0358-0022'	2022-10-16	22
SQ0358-0006'	2022-10-17	6
SQ0358-0001	2022-10-18	1
SQ0358-0002	2022-10-19	2
SQ0358-0021	2022-10-20	21
SQ0358-0003	2022-10-21	3
SQ0358-0004	2022-10-22	4
SQ0358-0005	2022-10-23	5
SQ0358-0022	2022-10-24	22
SQ0358-0006	2022-10-25	6
SQ0359-0002	2022-10-26	2
SQ0359-0001	2022-10-27	1
SQ0359-0003	2022-10-28	3
SQ0359-0005	2022-10-29	5
SQ0359-0004	2022-10-30	4
SQ0359-0006	2022-10-31	6
SQ0359-0008	2022-11-01	8
SQ0359-0009	2022-11-02	9
SQ0359-0007	2022-11-03	7
SQ0359-0010	2022-11-04	10
SQ0359-0011	2022-11-05	11
SQ0359-0012	2022-11-06	12
SQ0359-0014	2022-11-07	14
SQ0359-0013	2022-11-08	13
SQ0359-0015	2022-11-09	15
SQ0359-0037	2022-11-10	37
SQ0359-0036	2022-11-11	36
SQ0359-0038	2022-11-12	38
SQ0359-0041	2022-11-13	41
SQ0359-0040	2022-11-14	40
SQ0359-0039	2022-11-15	39
SQ0359-0022	2022-11-16	22
SQ0359-0023	2022-11-17	23
SQ0359-0021	2022-11-18	21
SQ0359-0020	2022-11-19	20
SQ0359-0026	2022-11-20	26
SQ0359-0027	2022-11-21	27
SQ0359-0025	2022-11-22	25
SQ0359-0024	2022-11-23	24
SQ0359-0030	2022-11-24	30
SQ0359-0031	2022-11-25	31
SQ0359-0029	2022-11-26	29
SQ0359-0028	2022-11-27	28
SQ0359-0035	2022-11-28	35
SQ0359-0034	2022-11-29	34
SQ0359-0032	2022-11-30	32
SQ0359-0033	2022-12-01	33
SQ0359-0044	2022-12-02	44
SQ0359-0043	2022-12-03	43
SQ0359-0042	2022-12-04	42
SQ0359-0047	2022-12-05	47
SQ0359-0046	2022-12-06	46
SQ0359-0045	2022-12-07	45
SQ0359-0050	2022-12-08	50
SQ0359-0048	2022-12-09	48
SQ0359-0049	2022-12-10	49
SQ0359-0053	2022-12-11	53
SQ0359-0052	2022-12-12	52
SQ0359-0051	2022-12-13	51
SQ0359-0056	2022-12-14	56
SQ0359-0055	2022-12-15	55
SQ0359-0054	2022-12-16	54
SQ0359-0017	2022-12-17	17
SQ0359-0016	2022-12-18	16
SQ0359-0019	2022-12-19	19
SQ0359-0018	2022-12-20	18
SQ0359-0057	2022-12-21	57
SQ0359-0059	2022-12-22	59
SQ0359-0060	2022-12-23	60
SQ0359-0058	2022-12-24	58
SQ0359-0061	2022-12-25	61
SQ0359-0070	2022-12-26	70
SQ0359-0073	2022-12-27	73
SQ0359-0074	2022-12-28	74
SQ0359-0071	2022-12-29	71
SQ0359-0072	2022-12-30	72
SQ0370-0001	2022-12-31	1
SQ0370-0017	2023-01-01	17
SQ0370-0018	2023-01-02	18
SQ0370-0011	2023-01-03	11
SQ0370-0012	2023-01-04	12
SQ0370-0010	2023-01-05	10
SQ0370-0014	2023-01-06	14
SQ0370-0016	2023-01-07	16
SQ0370-0020	2023-01-08	20
SQ0370-0013	2023-01-09	13
SQ0370-0015	2023-01-10	15
SQ0370-0019	2023-01-11	19
SQ0335-0020	2023-01-12	20
SQ0335-0019	2023-01-13	19
SQ0335-0018	2023-01-14	18
SQ0335-0017	2023-01-15	17
SQ0335-0005	2023-01-16	5
SQ0335-0003	2023-01-17	3
SQ0335-0001	2023-01-18	1
SQ0335-0006	2023-01-19	6
SQ0335-0004	2023-01-20	4
SQ0335-0002	2023-01-21	2
SQ0335-0023	2023-01-22	23
SQ0335-0021	2023-01-23	21
SQ0335-0026	2023-01-24	26
SQ0335-0022	2023-01-25	22
SQ0335-0015	2023-01-26	15
SQ0335-0011	2023-01-27	11
SQ0335-0016	2023-01-28	16
SQ0335-0012	2023-01-29	12
SQ0319-0005	2023-01-30	5
SQ0319-0002	2023-01-31	2
SQ0319-0007	2023-02-01	7
SQ0319-0006	2023-02-02	6
SQ0335-0024	2023-02-03	24
SQ0335-0009	2023-02-04	9
SQ0335-0010	2023-02-05	10
SQ0335-0007	2023-02-06	7
SQ0335-0008	2023-02-07	8
SQ0335-1001	2023-02-08	1001
SQ0335-1005	2023-02-09	1005
SQ0335-1002	2023-02-10	1002
SQ0335-1004	2023-02-11	1004
SQ0335-1006	2023-02-12	1006
SQ0335-1003	2023-02-13	1003
SQ0335-1007	2023-02-14	1007
SQ0335-0025	2023-02-15	25
SQ0335-0032	2023-02-16	32
SQ0335-0033	2023-02-17	33
SQ0335-0030	2023-02-18	30
SQ0335-0031	2023-02-19	31
SQ0339-0005	2023-02-20	5
SQ0339-0006	2023-02-21	6
SQ0339-0001	2023-02-22	1
SQ0339-0003	2023-02-23	3
SQ0339-0002	2023-02-24	2
SQ0339-0004	2023-02-25	4
SQ0339-0007	2023-02-26	7
SQ0351-0018	2023-02-27	18
SQ0351-0012	2023-02-28	12
SQ0351-0013	2023-03-01	13
SQ0351-0030	2023-03-02	30
SQ0351-0002	2023-03-03	2
SQ0351-0001	2023-03-04	1
SQ0351-0003	2023-03-05	3
SQ0351-0004	2023-03-06	4
SQ0351-0005	2023-03-07	5
SQ0351-0017	2023-03-08	17
SQ0351-0008	2023-03-09	8
SQ0351-0026	2023-03-10	26
SQ0351-0010	2023-03-11	10
SQ0351-0006	2023-03-12	6
SQ0351-0029	2023-03-13	29
SQ0351-0014	2023-03-14	14
SQ0351-0015	2023-03-15	15
SQ0351-0020	2023-03-16	20
SQ0351-0022	2023-03-17	22
SQ0351-0021	2023-03-18	21
SQ0351-0023	2023-03-19	23
SQ0351-0025	2023-03-20	25
SQ0351-0031	2023-03-21	31
SQ0351-0024	2023-03-22	24
SQ0360-0011	2023-03-23	11
SQ0360-0012	2023-03-24	12
SQ0360-0013	2023-03-25	13
SQ0360-0014	2023-03-26	14
SQ0360-0010	2023-03-27	10
SQ0360-0006	2023-03-28	6
SQ0360-0007	2023-03-29	7
SQ0360-0009	2023-03-30	1000
SQ0360-0008	2023-03-31	8
SQ0365-0001	2023-04-01	1
SQ0365-0004	2023-04-02	4
SQ0365-0005	2023-04-03	5
SQ0365-0003	2023-04-04	3
SQ0365-0006	2023-04-05	6
SQ0365-0007	2023-04-06	7
SQ0365-0008	2023-04-07	8
SQ0366-0002	2023-04-08	2
SQ0324-0011	2023-04-09	11
SQ0324-0012	2023-04-10	1800
SQ0324-0013	2023-04-11	13
SQ0324-0004	2023-04-12	1100
SQ0324-0005	2023-04-13	1100
SQ0324-0018	2023-04-14	1200
SQ0324-0023	2023-04-15	1800
SQ0324-0031	2023-04-16	2000
SQ0324-0014	2023-04-17	1100
SQ0324-0016	2023-04-18	16
SQ0324-0027	2023-04-19	1200
SQ0324-0006	2023-04-20	1100
SQ0324-0007	2023-04-21	1100
SQ0324-0008	2023-04-22	1100
SQ0324-0009	2023-04-23	1100
SQ0324-0024	2023-04-24	1200
SQ0324-0022	2023-04-25	2000
SQ0324-0017	2023-04-26	1200
SQ0324-0026	2023-04-27	26
SQ0324-0032	2023-04-28	32
SQ0324-0010	2023-04-29	1100
SQ0324-0015	2023-04-30	1200
SQ0324-0021	2023-05-01	1200
SQ0324-0028	2023-05-02	1200
SQ0324-0029	2023-05-03	1200
SQ0324-0030	2023-05-04	1200
SQ0324-0033	2023-05-05	33
SQ0324-0034	2023-05-06	34
SQ0324-0020	2023-05-07	20
SQ0324-0001	2023-05-08	1
SQ0324-0002	2023-05-09	2
SQ0324-0003	2023-05-10	3
SQ0324-0019	2023-05-11	19
SQ0324-0025	2023-05-12	25
SQ0350-0002	2023-05-13	2
SQ0350-0001	2023-05-14	1
SQ0350-0021	2023-05-15	21
SQ0350-0009	2023-05-16	9
SQ0350-0025	2023-05-17	25
SQ0350-0034	2023-05-18	34
SQ0350-0035	2023-05-19	35
SQ0350-0036	2023-05-20	36
SQ0350-0037	2023-05-21	37
SQ0350-0027	2023-05-22	27
SQ0350-0028	2023-05-23	28
SQ0350-0029	2023-05-24	29
SQ0350-0016	2023-05-25	16
SQ0350-0017	2023-05-26	17
SQ0350-0018	2023-05-27	18
SQ0350-0030	2023-05-28	30
SQ0350-0031	2023-05-29	31
SQ0350-0038	2023-05-30	38
SQ0350-0033	2023-05-31	33
SQ0350-0012	2023-06-01	12
SQ0350-0010	2023-06-02	10
SQ0350-0013	2023-06-03	13
SQ0350-0011	2023-06-04	11
SQ0350-0007	2023-06-05	7
SQ0350-0004	2023-06-06	4
SQ0350-0005	2023-06-07	5
SQ0350-0015	2023-06-08	15
SQ0350-0014	2023-06-09	14
SQ0350-0023	2023-06-10	23
SQ0350-0022	2023-06-11	22
SQ0350-0026	2023-06-12	26
SQ0350-0024	2023-06-13	24
SQ0350-0019	2023-06-14	19
SQ0357-0015	2023-06-15	15
SQ0357-0001	2023-06-16	1
SQ0357-0010	2023-06-17	10
SQ0357-0004	2023-06-18	4
SQ0357-0014	2023-06-19	14
SQ0357-0011	2023-06-20	11
SQ0357-0002	2023-06-21	2
SQ0357-0009	2023-06-22	9
SQ0357-0013	2023-06-23	13
SQ0357-0003	2023-06-24	3
SQ0357-0008	2023-06-25	8
SQ0357-0007	2023-06-26	7
SQ0357-0006	2023-06-27	6
SQ0357-0005	2023-06-28	5
SQ0357-0012	2023-06-29	12
SQ0361-0025	2023-06-30	25
SQ0361-0026	2023-07-01	26
SQ0361-0027	2023-07-02	27
SQ0361-0008	2023-07-03	8
SQ0361-0010	2023-07-04	10
SQ0361-0002	2023-07-05	2
SQ0361-0009	2023-07-06	9
SQ0361-0011	2023-07-07	11
SQ0361-0004	2023-07-08	4
SQ0361-0023	2023-07-09	23
SQ0361-0022	2023-07-10	22
SQ0361-0015	2023-07-11	15
SQ0361-0014	2023-07-12	14
SQ0361-0017	2023-07-13	17
SQ0361-0016	2023-07-14	16
SQ0361-0013	2023-07-15	13
SQ0361-0012	2023-07-16	12
SQ0361-0019	2023-07-17	19
SQ0361-0018	2023-07-18	18
SQ0361-0021	2023-07-19	21
SQ0361-0020	2023-07-20	20
SQ0361-0001	2023-07-21	1
SQ0361-0003	2023-07-22	3
SQ0361-0005	2023-07-23	5
SQ0361-0006	2023-07-24	6
SQ0361-0007	2023-07-25	7
SQ0401-0001	2023-07-26	1
SQ0401-0011	2023-07-27	11
SQ0401-0002	2023-07-28	2
SQ0401-0012	2023-07-29	12
SQ0401-0003	2023-07-30	3
SQ0401-0004	2023-07-31	4
SQ0401-0005	2023-08-01	5
SQ0401-0006	2023-08-02	6
SQ0401-0007	2023-08-03	7
SQ0401-0031	2023-08-04	31
SQ0401-0021	2023-08-05	21
SQ0401-0032	2023-08-06	32
SQ0401-0022	2023-08-07	22
SQ0401-0041	2023-08-08	41
SQ0401-0042	2023-08-09	42
SQ0401-0043	2023-08-10	43
SQ0401-0051	2023-08-11	51
SQ0401-0052	2023-08-12	52
SQ0401-0053	2023-08-13	53
SQ0402-0014	2023-08-14	14
SQ0402-0017	2023-08-15	17
SQ0402-0001	2023-08-16	1
SQ0402-0002	2023-08-17	2
SQ0402-0004	2023-08-18	4
SQ0402-0003	2023-08-19	3
SQ0402-0005	2023-08-20	5
SQ0402-0006	2023-08-21	6
SQ0402-0016	2023-08-22	16
SQ0402-0008	2023-08-23	8
SQ0402-0009	2023-08-24	9
SQ0402-0010	2023-08-25	10
SQ0402-0011	2023-08-26	11
SQ0402-0012	2023-08-27	12
SQ0402-0021	2023-08-28	21
SQ0402-0013	2023-08-29	13
SQ0402-0019	2023-08-30	19
SQ0402-0020	2023-08-31	20
SQ0402-0310	2023-09-01	310
SQ0402-0301	2023-09-02	301
SQ0402-0302	2023-09-03	302
SQ0402-0303	2023-09-04	303
SQ0402-0304	2023-09-05	304
SQ0402-0305	2023-09-06	305
SQ0402-0306	2023-09-07	306
SQ0402-0307	2023-09-08	307
SQ0402-0308	2023-09-09	308
SQ0402-0309	2023-09-10	309
SQ0402-0410	2023-09-11	410
SQ0402-0401	2023-09-12	401
SQ0402-0402	2023-09-13	402
SQ0402-0403	2023-09-14	403
SQ0402-0404	2023-09-15	404
SQ0402-0405	2023-09-16	405
SQ0402-0406	2023-09-17	406
SQ0402-0407	2023-09-18	407
SQ0402-0408	2023-09-19	408
SQ0402-0409	2023-09-20	409
SQ0402-0610	2023-09-21	610
SQ0402-0601	2023-09-22	601
SQ0402-0602	2023-09-23	602
SQ0402-0603	2023-09-24	603
SQ0402-0604	2023-09-25	604
SQ0402-0605	2023-09-26	605
SQ0402-0606	2023-09-27	606
SQ0402-0607	2023-09-28	607
SQ0402-0608	2023-09-29	608
SQ0402-0609	2023-09-30	609
SQ0403-0022	2023-10-01	22
SQ0403-0023	2023-10-02	23
SQ0403-0024	2023-10-03	24
SQ0403-0004	2023-10-04	4
SQ0403-0005	2023-10-05	5
SQ0403-0006	2023-10-06	6
SQ0403-0007	2023-10-07	7
SQ0403-0008	2023-10-08	8
SQ0403-0009	2023-10-09	9
SQ0404-0001	2023-10-10	1
SQ0404-0002	2023-10-11	2
SQ0404-0003	2023-10-12	3
SQ0404-0008	2023-10-13	8
SQ0404-0005	2023-10-14	5
SQ0404-0006	2023-10-15	6
SQ0404-0007	2023-10-16	7
SQ0404-0011	2023-10-17	11
SQ0404-0012	2023-10-18	12
SQ0404-0013	2023-10-19	13
SQ0404-0031	2023-10-20	31
SQ0404-0032	2023-10-21	32
SQ0404-0033	2023-10-22	33
SQ0404-0041	2023-10-23	41
SQ0404-0042	2023-10-24	42
SQ0404-0043	2023-10-25	43
SQ0405-0001	2023-10-26	1
SQ0405-0002	2023-10-27	2
SQ0405-0003	2023-10-28	3
SQ0405-0004	2023-10-29	4
SQ0405-0005	2023-10-30	5
SQ0405-0006	2023-10-31	6
SQ0405-0011	2023-11-01	11
SQ0405-0012	2023-11-02	12
SQ0405-0013	2023-11-03	13
SQ0405-0014	2023-11-04	14
SQ0405-0015	2023-11-05	15
SQ0405-0016	2023-11-06	16
SQ0405-0017	2023-11-07	17
SQ0405-0018	2023-11-08	18
SQ0405-0019	2023-11-09	19
SQ0405-0020	2023-11-10	20
SQ0405-0021	2023-11-11	21
SQ0405-0022	2023-11-12	22
SQ0405-0023	2023-11-13	23
SQ0405-0024	2023-11-14	24
SQ0405-0031	2023-11-15	31
SQ0405-0032	2023-11-16	32
SQ0405-0033	2023-11-17	33
SQ0405-0034	2023-11-18	34
SQ0405-1001	2023-11-19	1001
SQ0405-1002	2023-11-20	1002
SQ0405-1003	2023-11-21	1003
SQ0405-1004	2023-11-22	1004
SQ0405-1011	2023-11-23	1011
SQ0405-1012	2023-11-24	1012
SQ0405-1013	2023-11-25	1013
SQ0405-1014	2023-11-26	1014
SQ0405-1021	2023-11-27	1021
SQ0405-1022	2023-11-28	1022
SQ0405-1023	2023-11-29	1023
SQ0405-1024	2023-11-30	1024
SQ0405-1031	2023-12-01	1031
SQ0405-1032	2023-12-02	1032
SQ0405-1033	2023-12-03	1033
SQ0405-1034	2023-12-04	1034
SQ0405-0041	2023-12-05	41
SQ0405-0042	2023-12-06	42
SQ0405-0043	2023-12-07	43
SQ0405-0051	2023-12-08	51
SQ0405-0052	2023-12-09	52
SQ0405-0053	2023-12-10	53
SQ0405-1511	2023-12-11	1511
SQ0405-1512	2023-12-12	1512
SQ0405-1513	2023-12-13	1513
SQ0405-1521	2023-12-14	1521
SQ0405-1522	2023-12-15	1522
SQ0405-1523	2023-12-16	1523
SQ0405-1531	2023-12-17	1531
SQ0405-1532	2023-12-18	1532
SQ0405-1533	2023-12-19	1533
SQ0405-0111	2023-12-20	111
SQ0405-0112	2023-12-21	112
SQ0405-0113	2023-12-22	113
SQ0405-0121	2023-12-23	121
SQ0405-0122	2023-12-24	122
SQ0405-0123	2023-12-25	123
SQ0405-2001	2023-12-26	2001
SQ0405-2002	2023-12-27	2002
SQ0405-2003	2023-12-28	2003
SQ0405-2011	2023-12-29	2011
SQ0405-2012	2023-12-30	2012
SQ0405-2013	2023-12-31	2013
SQ0405-2021	2024-01-01	2021
SQ0405-2022	2024-01-02	2022
SQ0405-2023	2024-01-03	2023
SQ0405-2031	2024-01-04	2031
SQ0405-2032	2024-01-05	2032
SQ0405-2033	2024-01-06	2033
SQ0407-0111	2024-01-07	111
SQ0407-0112	2024-01-08	112
SQ0407-0113	2024-01-09	113
SQ0407-0114	2024-01-10	114
SQ0407-0115	2024-01-11	115
SQ0407-0116	2024-01-12	116
SQ0407-0117	2024-01-13	117
SQ0407-0118	2024-01-14	118
SQ0407-0119	2024-01-15	119
SQ0407-0120	2024-01-16	120
SQ0407-0210	2024-01-17	210
SQ0407-0212	2024-01-18	212
SQ0407-0215	2024-01-19	215
SQ0407-0218	2024-01-20	218
SQ0407-0220	2024-01-21	220
SQ0407-0222	2024-01-22	222
SQ0407-0225	2024-01-23	225
SQ0407-0232	2024-01-24	232
SQ0407-0238	2024-01-25	238
SQ0407-0250	2024-01-26	250
SQ0407-0208	2024-01-27	208
SQ0409-0012	2024-01-28	12
SQ0409-0013	2024-01-29	13
SQ0409-0014	2024-01-30	14
SQ0409-0015	2024-01-31	15
SQ0409-0016	2024-02-01	16
SQ0409-0017	2024-02-02	17
SQ0409-0018	2024-02-03	18
SQ0409-0019	2024-02-04	19
SQ0409-0020	2024-02-05	20
SQ0409-0021	2024-02-06	21
SQ0409-0011	2024-02-07	11
SQ0409-0002	2024-02-08	2
SQ0409-0003	2024-02-09	3
SQ0409-0004	2024-02-10	4
SQ0409-0005	2024-02-11	5
SQ0409-0006	2024-02-12	6
SQ0409-0007	2024-02-13	7
SQ0409-0008	2024-02-14	8
SQ0409-0009	2024-02-15	9
SQ0409-0010	2024-02-16	10
SQ0409-0001	2024-02-17	1
SQ0409-0110	2024-02-18	110
SQ0409-0101	2024-02-19	101
SQ0409-0102	2024-02-20	102
SQ0409-0103	2024-02-21	103
SQ0409-0104	2024-02-22	104
SQ0409-0105	2024-02-23	105
SQ0409-0106	2024-02-24	106
SQ0409-0107	2024-02-25	107
SQ0409-0108	2024-02-26	108
SQ0409-0109	2024-02-27	109
SQ0409-0201	2024-02-28	201
SQ0409-0202	2024-02-29	202
SQ0409-0203	2024-03-01	203
SQ0409-0204	2024-03-02	204
SQ0409-0205	2024-03-03	205
SQ0409-0206	2024-03-04	206
SQ0409-0207	2024-03-05	207
SQ0409-0302	2024-03-06	302
SQ0409-0303	2024-03-07	303
SQ0409-0304	2024-03-08	304
SQ0409-0305	2024-03-09	305
SQ0409-0306	2024-03-10	306
SQ0409-0307	2024-03-11	307
SQ0410-0011	2024-03-12	11
SQ0410-0012	2024-03-13	12
SQ0410-0009	2024-03-14	9
SQ0410-0013	2024-03-15	13
SQ0410-0003	2024-03-16	3
SQ0410-0014	2024-03-17	14
SQ0410-0004	2024-03-18	4
SQ0410-0015	2024-03-19	15
SQ0410-0005	2024-03-20	5
SQ0410-0006	2024-03-21	6
SQ0410-0007	2024-03-22	7
SQ0411-0008	2024-03-23	8
SQ0411-0001	2024-03-24	1
SQ0411-0002	2024-03-25	2
SQ0411-0003	2024-03-26	3
SQ0411-0004	2024-03-27	4
SQ0411-0005	2024-03-28	5
SQ0411-0007	2024-03-29	7
SQ0411-0011	2024-03-30	11
SQ0411-0012	2024-03-31	12
SQ0411-0013	2024-04-01	13
SQ0411-0014	2024-04-02	14
SQ0411-0015	2024-04-03	15
SQ0411-0017	2024-04-04	17
SQ0411-0028	2024-04-05	28
SQ0411-0029	2024-04-06	29
SQ0411-0021	2024-04-07	21
SQ0411-0022	2024-04-08	22
SQ0411-0023	2024-04-09	23
SQ0411-0025	2024-04-10	25
SQ0411-0026	2024-04-11	26
SQ0411-0027	2024-04-12	27
SQ0411-0038	2024-04-13	38
SQ0411-0039	2024-04-14	39
SQ0411-0031	2024-04-15	31
SQ0411-0032	2024-04-16	32
SQ0411-0033	2024-04-17	33
SQ0411-0034	2024-04-18	34
SQ0411-0035	2024-04-19	35
SQ0411-0036	2024-04-20	36
SQ0411-0037	2024-04-21	37
SQ0411-0048	2024-04-22	48
SQ0411-0041	2024-04-23	41
SQ0411-0042	2024-04-24	42
SQ0411-0043	2024-04-25	43
SQ0411-0044	2024-04-26	44
SQ0411-0045	2024-04-27	45
SQ0411-0046	2024-04-28	46
SQ0411-0047	2024-04-29	47
SQ0411-0058	2024-04-30	58
SQ0411-0059	2024-05-01	59
SQ0411-0051	2024-05-02	51
SQ0411-0052	2024-05-03	52
SQ0411-0053	2024-05-04	53
SQ0411-0054	2024-05-05	54
SQ0411-0055	2024-05-06	55
SQ0411-0057	2024-05-07	57
SQ0412-0009	2024-05-08	9
SQ0412-0008	2024-05-09	8
SQ0412-0001	2024-05-10	1
SQ0412-0005	2024-05-11	5
SQ0412-0004	2024-05-12	4
SQ0412-0006	2024-05-13	6
SQ0412-0012	2024-05-14	12
SQ0412-0011	2024-05-15	1500
SQ0412-0010	2024-05-16	1500
SQ0412-0013	2024-05-17	1800
SQ0412-0014	2024-05-18	14
SQ0412-0019	2024-05-19	19
SQ0412-0015	2024-05-20	15
SQ0412-0021	2024-05-21	1500
SQ0412-0023	2024-05-22	23
SQ0412-0033	2024-05-23	5505
SQ0412-0038	2024-05-24	5507
SQ0412-0031	2024-05-25	31
SQ0412-0034	2024-05-26	1000
SQ0412-0035	2024-05-27	1500
SQ0412-0049	2024-05-28	2000
SQ0412-0113	2024-05-29	113
SQ0412-0112	2024-05-30	112
SQ0412-0041	2024-05-31	1500
SQ0412-0141	2024-06-01	2200
SQ0412-0051	2024-06-02	51
SQ0412-0052	2024-06-03	52
SQ0412-0121	2024-06-04	121
SQ0412-0120	2024-06-05	120
SQ0412-0101	2024-06-06	2007
SQ0412-0103	2024-06-07	103
SQ0412-0054	2024-06-08	54
SQ0412-0053	2024-06-09	53
SQ0412-0055	2024-06-10	55
SQ0412-0056	2024-06-11	56
SQ0412-0018	2024-06-12	18
SQ0412-0016	2024-06-13	16
SQ0412-0017	2024-06-14	17
SQ0413-0001	2024-06-15	1
SQ0413-0002	2024-06-16	2
SQ0413-0003	2024-06-17	3
SQ0413-0004	2024-06-18	4
SQ0413-0005	2024-06-19	5
SQ0413-0006	2024-06-20	6
SQ0413-0007	2024-06-21	7
SQ0413-0011	2024-06-22	11
SQ0413-0012	2024-06-23	12
SQ0413-0013	2024-06-24	13
SQ0413-0014	2024-06-25	14
SQ0413-0015	2024-06-26	15
SQ0413-0016	2024-06-27	16
SQ0413-0017	2024-06-28	17
SQ0413-1016	2024-06-29	1016
SQ0413-1020	2024-06-30	1020
SQ0413-1025	2024-07-01	1025
SQ0413-1032	2024-07-02	1032
SQ0413-5110	2024-07-03	5110
SQ0413-5050	2024-07-04	5050
SQ0413-5063	2024-07-05	5063
SQ0413-5090	2024-07-06	5090
SQ0502-0001	2024-07-07	1
SQ0502-0002	2024-07-08	2
SQ0502-0003	2024-07-09	3
SQ0502-0004	2024-07-10	4
SQ0502-0005	2024-07-11	5
SQ0502-0006	2024-07-12	6
SQ0502-0007	2024-07-13	7
SQ0502-0008	2024-07-14	8
SQ0502-0009	2024-07-15	9
SQ0502-0010	2024-07-16	10
SQ0503-0001	2024-07-17	1
SQ0503-0002	2024-07-18	2
SQ0503-0003	2024-07-19	3
SQ0503-0004	2024-07-20	4
SQ0503-0005	2024-07-21	5
SQ0503-0006	2024-07-22	6
SQ0503-0007	2024-07-23	7
SQ0503-0008	2024-07-24	8
SQ0503-0009	2024-07-25	9
SQ0504-0003	2024-07-26	3
SQ0504-0002	2024-07-27	2
SQ0504-0005	2024-07-28	5
SQ0504-0004	2024-07-29	4
SQ0504-0006	2024-07-30	6
SQ0504-0007	2024-07-31	7
SQ0504-0001	2024-08-01	1
SQ0504-0008	2024-08-02	8
SQ0505-0001	2024-08-03	1
SQ0505-0002	2024-08-04	2
SQ0505-0003	2024-08-05	3
SQ0505-0004	2024-08-06	4
SQ0505-0005	2024-08-07	5
SQ0505-0006	2024-08-08	6
SQ0509-0016	2024-08-09	16
SQ0509-0023	2024-08-10	23
SQ0509-0024	2024-08-11	24
SQ0509-0017	2024-08-12	17
SQ0509-0025	2024-08-13	25
SQ0509-0026	2024-08-14	26
SQ0509-0018	2024-08-15	18
SQ0509-0027	2024-08-16	27
SQ0509-0019	2024-08-17	19
SQ0509-0028	2024-08-18	28
SQ0509-0020	2024-08-19	20
SQ0509-0015	2024-08-20	15
SQ0509-0021	2024-08-21	21
SQ0509-0022	2024-08-22	22
SQ0510-0003	2024-08-23	3
SQ0510-0009	2024-08-24	9
SQ0510-0004	2024-08-25	4
SQ0510-0010	2024-08-26	10
SQ0510-0005	2024-08-27	5
SQ0510-0006	2024-08-28	6
SQ0510-0002	2024-08-29	2
SQ0510-0007	2024-08-30	7
SQ0510-0008	2024-08-31	8
SQ0510-0042	2024-09-01	42
SQ0510-0023	2024-09-02	23
SQ0510-0029	2024-09-03	29
SQ0510-0043	2024-09-04	43
SQ0510-0024	2024-09-05	24
SQ0510-0030	2024-09-06	30
SQ0510-0044	2024-09-07	44
SQ0510-0025	2024-09-08	25
SQ0510-0045	2024-09-09	45
SQ0510-0026	2024-09-10	26
SQ0510-0041	2024-09-11	41
SQ0510-0022	2024-09-12	22
SQ0510-0046	2024-09-13	46
SQ0510-0027	2024-09-14	27
SQ0510-0047	2024-09-15	47
SQ0510-0028	2024-09-16	28
SQ0510-0033	2024-09-17	33
SQ0510-0039	2024-09-18	39
SQ0510-0034	2024-09-19	34
SQ0510-0040	2024-09-20	40
SQ0510-0035	2024-09-21	35
SQ0510-0036	2024-09-22	36
SQ0510-0032	2024-09-23	32
SQ0510-0037	2024-09-24	37
SQ0510-0038	2024-09-25	38
SQ0510-0102	2024-09-26	102
SQ0510-0103	2024-09-27	103
SQ0510-0105	2024-09-28	105
SQ0510-0107	2024-09-29	107
SQ0510-0111	2024-09-30	111
SQ0510-0115	2024-10-01	115
SQ0510-0108	2024-10-02	108
SQ0510-0112	2024-10-03	112
SQ0510-0116	2024-10-04	116
SQ0510-0106	2024-10-05	106
SQ0510-0109	2024-10-06	109
SQ0510-0113	2024-10-07	113
SQ0510-0117	2024-10-08	117
SQ0510-0110	2024-10-09	110
